alpha,exact,cutoff_mass_mc2,MC-I,MC-II,GJ-I,GJ-II,MC-I_rel_err,MC-II_rel_err,GJ-I_rel_err,GJ-II_rel_err
1.8811111111111112,0.3105148709407061,0.14023050035697465,0.30831606594413474,0.2830056534812018,0.3105148709436856,0.310514918203485,0.007081158431833202,0.08859227056071423,9.595192690801071e-12,1.5220777901575548e-07
1.891010101010101,0.30328360891893263,0.16514998498146183,0.3001215872225054,0.27097420629978963,0.3032836089197098,0.30328359749139155,0.010425956442876586,0.10653197755827044,2.562473191372972e-12,3.767938900757574e-08
1.9009090909090909,0.29603939123158746,0.1944977552668378,0.291031529723325,0.25717536478055675,0.29603939123283934,0.29603938438680477,0.01691619985917636,0.1312799161265263,4.228786842721186e-12,2.3121188895212528e-08
1.9108080808080807,0.288783641157099,0.22906073414469336,0.2822411859991497,0.24428856171419883,0.2887836411579907,0.28878368794280024,0.02265521388862244,0.15407756223523314,3.087886591518603e-12,1.6200952751388587e-07
1.9207070707070706,0.2815177961487481,0.26976568369605197,0.2712887301420271,0.22656607090254366,0.2815177961428436,0.28151778661830357,0.0363354151910034,0.1951980514125974,2.0973804116966575e-11,3.385379068406386e-08
1.9306060606060607,0.2742433075610775,0.31770405509147176,0.25866017098889127,0.20997544134839197,0.2742433075658824,0.2742431443145541,0.05682230392701808,0.23434616065652672,1.7520495795704606e-11,5.952616487237642e-07
1.9405050505050505,0.26696164036782555,0.37416125445848086,0.2430637483105738,0.1894865079186059,0.2669616403715621,0.2669618575359527,0.08951807467291818,0.29021072968563094,1.399664238850984e-11,8.134806440680922e-07
1.9504040404040404,0.25967427287135203,0.4406511094031737,0.22534073266310056,0.16763541214513678,0.2596742728741267,0.25967501044404695,0.13221771964010084,0.35443965899468677,1.0685191692123538e-11,2.8403764715087032e-06
1.9603030303030302,0.2523826964035305,0.5189564603616498,0.20446938684613913,0.1421652205495384,0.2523826964004717,0.2523824007466966,0.18984387693831267,0.43670773561182347,1.2119812530274603e-11,1.1714623788287337e-06
1.97020202020202,0.24508841501808193,0.611176965186492,0.17459604508374918,0.11530165658207685,0.24508841502003986,0.2450912579361502,0.28762016323428435,0.529550768143936,7.988683654970978e-12,1.1599561195307652e-05
1.9801010101010101,0.23779294517433233,0.7197853987871383,0.1334304670675621,0.08056353793027367,0.2377929451813776,0.23779999912987834,0.4388796229015934,0.6612029937590856,2.962779665341565e-11,2.96642759558693e-05
1.99,0.2304978154123761,0.8476939574269944,0.07875111026908238,0.04374131937645818,0.2304978154321035,0.23051798441903568,0.6583433551064624,0.8102310891832011,8.558600156716058e-11,8.750194279929462e-05
